nodeId,nodeTypeCd,nodeTypeNm,turnPCd,turnPNm,grs80tmX,grs80tmY,x,y,nodeName
1000029300,104,도로시설물,0,무,,456574.589764,126.955006,37.6087461,구기터널(동측)
1000029400,105,행정경계,0,무,,456622.55889,126.9856492,37.609186,종로구-성북구경계(6)
1000029600,105,행정경계,0,무,,456655.949301,126.9512389,37.6094776,종로구-은평구경계(1)
1000029700,101,도로교차점,0,무,,456720.89582,126.975869,37.6100704,가나힐하우스
1000029800,101,도로교차점,0,무,,456804.821821,126.9564774,37.610821,하비에르 국제학교
1000029900,101,도로교차점,0,무,,456837.577304,126.9783769,37.6111221,평창동삼성아파트
1000030000,104,도로시설물,0,무,,456891.552412,126.9795589,37.6116087,북악터널(서측)
1000030100,105,행정경계,0,무,,456902.268058,126.9851146,37.611706,종로구-성북구경계(7)
1000030200,101,도로교차점,0,무,,456896.897006,126.956396,37.6116505,구기동3차현대빌라
1000030300,101,도로교차점,0,무,,456958.015878,126.9568766,37.6122014,건덕빌라
1000030400,101,도로교차점,0,무,,456998.708876,126.9749962,37.6125733,가나아트센타
1000030500,101,도로교차점,0,무,,457080.650498,126.9558556,37.6133059,이북5도청
1000030600,101,도로교차점,0,무,,457097.883727,126.9781119,37.6134674,북악휴계실
1000030700,102,도로시.종점,0,무,,457401.723015,126.9544424,37.6161982,구기동삼익빌라
1000030800,101,도로교차점,0,무,,455054.566513,126.9636335,37.5950538,베네스트아파트
1000030900,101,도로교차점,0,무,,452747.624195,126.976612,37.5742717,세종로공원
1000031000,101,도로교차점,0,무,,452208.664505,126.9770922,37.5694158,청계광장
1000031100,101,도로교차점,0,무,,452755.297127,126.9771841,37.5743409,대한민국역사박물관
1000031200,101,도로교차점,0,무,,452298.712846,126.9978863,37.5702293,창경궁로_종로_진출
1000031300,101,도로교차점,0,무,,452355.939859,126.9985533,37.5707449,창경궁로_종로_진입
1000031400,101,도로교차점,1,유,,452252.83767,127.0067458,37.5698158,버들다리(북측)
1000031500,101,도로교차점,0,무,,453311.914745,127.0153629,37.5793572,신창읍민회관
1010000300,101,도로교차점,0,무,,450385.290336,126.976534,37.5529871,후암삼거리
